version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,moto g32,1714858335659,2024-05-04_21-32-15,America/Argentina/Buenos_Aires,android,1.18.1,815c0aef-9b4b-453d-8616-2ccca36d3550,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10
