time,seconds_elapsed,z,y,x
1714858316624300500,0.202300537109375,0.04900212585926056,0.054328445345163345,-0.15339796245098114
1714858316634254300,0.21225439453125,0.014913691207766533,0.050067391246557236,-0.0330231711268425
1714858316644208400,0.22220849609375,-0.03728422895073891,0.0074568456038832664,0.0703074038028717
1714858316654163000,0.232162841796875,-0.07456845790147781,-0.019174745306372643,0.1267663687467575
1714858316664117500,0.242117431640625,-0.09267793595790863,-0.02769685536623001,0.11824426054954529
1714858316674069000,0.252069091796875,-0.08096003532409668,-0.054328445345163345,0.04048001766204834
1714858316684018400,0.262018310546875,-0.04048001766204834,-0.09693899005651474,-0.07456845790147781
1714858316693968000,0.2719677734375,-0.0010652636410668492,-0.14807164669036865,-0.18642114102840424
1714858316703917300,0.281917236328125,0.021305272355675697,-0.2024000883102417,-0.2492716908454895
1714858316713866800,0.29186669921875,0.03621896356344223,-0.1651158630847931,-0.22903168201446533
1714858316723816000,0.30181591796875,0.05113265663385391,-0.07882951200008392,-0.14381058514118195
1714858316733765400,0.311765380859375,0.046871598809957504,-0.05752423778176308,-0.0564589723944664
1714858316743714800,0.32171484375,0.023435799404978752,-0.08735162019729614,0
1714858316753664300,0.331664306640625,0,-0.09800425171852112,0.02450106292963028
1714858316763613400,0.341613525390625,-0.012783164158463478,-0.061785291880369186,0.004261054564267397
1714858316773563000,0.35156298828125,0.0010652636410668492,-0.03195790946483612,-0.0564589723944664
1714858316783512300,0.36151220703125,0.02876211889088154,-0.0330231711268425,-0.1310274302959442
1714858316793461800,0.371461669921875,0.058589499443769455,-0.046871598809957504,-0.19387798011302948
1714858316803411000,0.381410888671875,0.0798947736620903,-0.10120004415512085,-0.22690115869045258
1714858316813360400,0.3913603515625,0.08096003532409668,-0.17257271707057953,-0.22264009714126587
1714858316823309800,0.401309814453125,0.05965476483106613,-0.17683376371860504,-0.19174745678901672
1714858316833259300,0.41125927734375,0.02769685536623001,-0.09800425171852112,-0.15659375488758087
1714858316843208400,0.42120849609375,0.01597895473241806,0.045806337147951126,-0.1406148076057434
1714858316853158000,0.431157958984375,0.017044218257069588,0.17683376371860504,-0.1406148076057434
1714858316863107300,0.441107421875,-0.005326318088918924,0.18535587191581726,-0.122505322098732
1714858316873056800,0.451056884765625,-0.05113265663385391,0.08522108942270279,-0.058589499443769455
1714858316883006000,0.461005859375,-0.09054741263389587,-0.030892645940184593,0.03728422895073891
1714858316892955400,0.470955322265625,-0.10972215235233307,-0.122505322098732,0.14913691580295563
1714858316902904800,0.48090478515625,-0.12037479132413864,-0.18535587191581726,0.24288010597229004
1714858316912854300,0.490854248046875,-0.12144005298614502,-0.2258358895778656,0.2833601236343384
1714858316922803500,0.500803466796875,-0.11611373722553253,-0.22477063536643982,0.2673811614513397
1714858316932753000,0.5107529296875,-0.1129179447889328,-0.15126743912696838,0.2258358895778656
1714858316942702300,0.520702392578125,-0.0990695208311081,-0.03621896356344223,0.1736379712820053
1714858316952651800,0.53065185546875,-0.09480846673250198,0.058589499443769455,0.11717899888753891
1714858316962601000,0.54060107421875,-0.10652636736631393,0.1363537460565567,0.054328445345163345
1714858316972550400,0.55055029296875,-0.10439583659172058,0.23648852109909058,0.0021305272821336985
1714858316982499800,0.560499755859375,-0.06498108059167862,0.3472759425640106,-0.029827382415533066
1714858316992449300,0.57044921875,0.0074568456038832664,0.3941475450992584,-0.05965476483106613
1714858317002398700,0.580398681640625,0.122505322098732,0.3621896505355835,-0.11078742146492004
1714858317012348400,0.590348388671875,0.22264009714126587,0.2865559160709381,-0.16298533976078033
1714858317022297900,0.6002978515625,0.2737727463245392,0.16085481643676758,-0.19600850343704224
1714858317032247300,0.610247314453125,0.27590328454971313,0.021305272355675697,-0.1981390416622162
1714858317042196700,0.62019677734375,0.26098960638046265,-0.050067391246557236,-0.18748639523983002
1714858317052146200,0.630146240234375,0.2545980215072632,-0.03195790946483612,-0.1832253485918045
1714858317062095600,0.640095703125,0.2812296152114868,0.050067391246557236,-0.20559588074684143
1714858317072045300,0.65004541015625,0.32597067952156067,0.1555284857749939,-0.24074958264827728
1714858317081994800,0.659994873046875,0.35579806566238403,0.2119874656200409,-0.25246748328208923
1714858317091944200,0.669944091796875,0.3440801501274109,0.22370536625385284,-0.23329274356365204
1714858317101893600,0.6798935546875,0.2737727463245392,0.2396843135356903,-0.18642114102840424
1714858317111843000,0.689843017578125,0.1789642870426178,0.2492716908454895,-0.11824426054954529
1714858317121792500,0.69979248046875,0.10013478249311447,0.18002955615520477,-0.02876211889088154
1714858317131742000,0.709741943359375,0.054328445345163345,0.018109481781721115,0.08096003532409668
1714858317141691600,0.719691650390625,0.03195790946483612,-0.17150744795799255,0.23222747445106506
1714858317151641000,0.72964111328125,0.0021305272821336985,-0.2162485122680664,0.4197138845920563
1714858317161590500,0.739590576171875,-0.04900212585926056,-0.09693899005651474,0.602939248085022
1714858317171540000,0.7495400390625,-0.10439583659172058,-0.0010652636410668492,0.754206657409668
1714858317181489400,0.759489501953125,-0.13528847694396973,0.012783164158463478,0.8916256427764893
1714858317191438800,0.76943896484375,-0.13741901516914368,0.04048001766204834,1.0460889339447021
1714858317201388500,0.779388427734375,-0.13315795361995697,0.2077264040708542,1.2048131227493286
1714858317211338000,0.789337890625,-0.10439583659172058,0.30253487825393677,1.2516847848892212
